Age_Category,Gender,Occupational_Status,Annual_Salary,State,City,Latitude,Longitude,Residence,OTT_Platforms
21-30,Female,Employed,between 1 and  3 lakhs,Kerala,Thrissur,10.52,76.21,Town/City,Netflix
21-30,Female,Employed,between 1 and  3 lakhs,Kerala,Thrissur,10.52,76.21,Town/City,Amazon Prime
21-30,Female,Employed,between 1 and  3 lakhs,Kerala,Thrissur,10.52,76.21,Town/City,Disney+ Hotstar
21-30,Female,Student,,Maharashtra,Mumbai,18.9667,72.8333,Metrpolitan,Disney+ Hotstar
31-40,Male,Employed,more than 9 lakhs,Kerala,Thrissur,10.52,76.21,Town/City,Netflix
31-40,Male,Employed,more than 9 lakhs,Kerala,Thrissur,10.52,76.21,Town/City,Amazon Prime
31-40,Male,Employed,more than 9 lakhs,Kerala,Thrissur,10.52,76.21,Town/City,Disney+ Hotstar
21-30,Female,Student,,Kerala,Kochi,9.9667,76.2833,Metrpolitan,Netflix
21-30,Female,Student,,Kerala,Kochi,9.9667,76.2833,Metrpolitan,Amazon Prime
21-30,Female,Student,,Kerala,Kochi,9.9667,76.2833,Metrpolitan,Disney+ Hotstar
41-50,Female,Employed,more than 9 lakhs,Maharashtra,Thane,19.18,72.9633,Town/City,Netflix
41-50,Female,Employed,more than 9 lakhs,Maharashtra,Thane,19.18,72.9633,Town/City,Amazon Prime
21-30,Female,Homemaker,,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Netflix
21-30,Female,Employed,between 3 and 6 lakhs,West Bengal,Chittranjan,23.8492,86.902,Town/City,Netflix
21-30,Female,Employed,between 3 and 6 lakhs,West Bengal,Chittranjan,23.8492,86.902,Town/City,Amazon Prime
21-30,Female,Employed,between 3 and 6 lakhs,West Bengal,Chittranjan,23.8492,86.902,Town/City,Disney+ Hotstar
21-30,Female,Employed,between 3 and 6 lakhs,Haryana,Gurugram,28.4595,77.0266,Metrpolitan,Netflix
21-30,Female,Employed,between 3 and 6 lakhs,Haryana,Gurugram,28.4595,77.0266,Metrpolitan,Amazon Prime
21-30,Female,Employed,between 3 and 6 lakhs,Haryana,Gurugram,28.4595,77.0266,Metrpolitan,Disney+ Hotstar
21-30,Female,Employed,between 3 and 6 lakhs,Haryana,Gurugram,28.4595,77.0266,Metrpolitan,Netflix
21-30,Female,Employed,between 3 and 6 lakhs,Haryana,Gurugram,28.4595,77.0266,Metrpolitan,Amazon Prime
41-50,Male,Self Employed,between 1 and  3 lakhs,Gujarat,Bhavnagar,21.765,75.7667,Town/City,Zee5
21-30,Female,Employed,between 1 and  3 lakhs,Gujarat,Gandhinagar,23.22,72.68,Town/City,Netflix
21-30,Female,Employed,between 1 and  3 lakhs,Gujarat,Gandhinagar,23.22,72.68,Town/City,Amazon Prime
21-30,Male,Employed,less than 1 lakh,Gujarat,Gandhinagar,23.22,72.68,Town/City,Netflix
21-30,Male,Employed,less than 1 lakh,Gujarat,Gandhinagar,23.22,72.68,Town/City,MX player
21-30,Male,Employed,between 3 and 6 lakhs,Gujarat,Gandhinagar,23.22,72.68,Town/City,Netflix
21-30,Male,Employed,between 3 and 6 lakhs,Gujarat,Gandhinagar,23.22,72.68,Town/City,Amazon Prime
21-30,Male,Employed,between 3 and 6 lakhs,Gujarat,Gandhinagar,23.22,72.68,Town/City,Disney+ Hotstar
21-30,Male,Employed,between 3 and 6 lakhs,Gujarat,Gandhinagar,23.22,72.68,Town/City,Zee5
21-30,Male,Employed,between 3 and 6 lakhs,Gujarat,Gandhinagar,23.22,72.68,Town/City,SonyLIV
21-30,Male,Employed,between 3 and 6 lakhs,Gujarat,Gandhinagar,23.22,72.68,Town/City,Voot
21-30,Male,Employed,between 1 and  3 lakhs,Gujarat,Gandhinagar,23.22,72.68,Town/City,Netflix
21-30,Male,Employed,between 1 and  3 lakhs,Gujarat,Gandhinagar,23.22,72.68,Town/City,Disney+ Hotstar
31-40,Female,Employed,between 6 and 9 lakhs,Maharashtra,Thane,19.18,72.9633,Town/City,Netflix
31-40,Female,Employed,between 6 and 9 lakhs,Maharashtra,Thane,19.18,72.9633,Town/City,Amazon Prime
31-40,Female,Employed,between 6 and 9 lakhs,Maharashtra,Thane,19.18,72.9633,Town/City,Zee5
31-40,Female,Employed,between 6 and 9 lakhs,Maharashtra,Thane,19.18,72.9633,Town/City,SonyLIV
31-40,Male,Employed,more than 9 lakhs,Kerala,Sulthan Bathery,11.6629,76.257,Rural,Netflix
31-40,Male,Employed,more than 9 lakhs,Kerala,Sulthan Bathery,11.6629,76.257,Rural,Amazon Prime
51-60,Female,Self Employed,less than 1 lakh,Gujarat,Bhavnagar,21.765,75.7667,Town/City,Disney+ Hotstar
51-60,Female,Self Employed,less than 1 lakh,Gujarat,Bhavnagar,21.765,75.7667,Town/City,SonyLIV
21-30,Female,Employed,more than 9 lakhs,Gujarat,Ahmedabad,23.03,72.58,Metrpolitan,Netflix
21-30,Female,Employed,more than 9 lakhs,Gujarat,Ahmedabad,23.03,72.58,Metrpolitan,Amazon Prime
21-30,Female,Employed,more than 9 lakhs,Gujarat,Ahmedabad,23.03,72.58,Metrpolitan,Disney+ Hotstar
21-30,Female,Employed,more than 9 lakhs,Gujarat,Ahmedabad,23.03,72.58,Metrpolitan,SonyLIV
21-30,Female,Employed,between 1 and  3 lakhs,Gujarat,Ahmedabad,23.03,72.58,Town/City,Netflix
21-30,Female,Employed,between 1 and  3 lakhs,Gujarat,Ahmedabad,23.03,72.58,Town/City,Amazon Prime
21-30,Female,Employed,between 1 and  3 lakhs,Gujarat,Ahmedabad,23.03,72.58,Town/City,Disney+ Hotstar
21-30,Female,Student,,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Netflix
21-30,Male,Employed,between 3 and 6 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Netflix
21-30,Male,Employed,between 3 and 6 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Amazon Prime
21-30,Male,Employed,between 3 and 6 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Disney+ Hotstar
21-30,Female,Student,,West Bengal,Haldia,22.0627,88.0833,Town/City,Netflix
21-30,Female,Student,,West Bengal,Haldia,22.0627,88.0833,Town/City,Disney+ Hotstar
21-30,Female,Student,,West Bengal,Haldia,22.0627,88.0833,Town/City,Voot
21-30,Female,Employed,between 3 and 6 lakhs,Uttar Pradesh,Lucknow,26.847,80.947,Town/City,Netflix
21-30,Female,Employed,between 3 and 6 lakhs,Uttar Pradesh,Lucknow,26.847,80.947,Town/City,Amazon Prime
21-30,Female,Employed,between 3 and 6 lakhs,Uttar Pradesh,Lucknow,26.847,80.947,Town/City,Disney+ Hotstar
21-30,Female,Employed,between 1 and  3 lakhs,Gujarat,Ahmedabad,23.03,72.58,Town/City,Netflix
21-30,Female,Employed,between 1 and  3 lakhs,Gujarat,Ahmedabad,23.03,72.58,Town/City,Disney+ Hotstar
21-30,Female,Employed,between 1 and  3 lakhs,Gujarat,Ahmedabad,23.03,72.58,Town/City,Zee5
21-30,Female,Employed,between 1 and  3 lakhs,Gujarat,Ahmedabad,23.03,72.58,Town/City,SonyLIV
21-30,Female,Employed,between 1 and  3 lakhs,Gujarat,Ahmedabad,23.03,72.58,Town/City,Voot
41-50,Male,Employed,between 3 and 6 lakhs,Gujarat,Vadodara,22.3,73.2,Town/City,Netflix
41-50,Female,Self Employed,between 1 and  3 lakhs,Bihar,Patna,25.61,85.1414,Town/City,Zee5
41-50,Female,Employed,between 6 and 9 lakhs,Maharashtra,Mumbai,18.9667,72.8333,Town/City,Netflix
41-50,Female,Employed,between 6 and 9 lakhs,Maharashtra,Mumbai,18.9667,72.8333,Town/City,Amazon Prime
41-50,Female,Employed,between 6 and 9 lakhs,Maharashtra,Mumbai,18.9667,72.8333,Town/City,Disney+ Hotstar
41-50,Female,Employed,between 6 and 9 lakhs,Maharashtra,Mumbai,18.9667,72.8333,Town/City,Other
21-30,Female,Employed,between 3 and 6 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Zee5
21-30,Female,Employed,between 3 and 6 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Voot
21-30,Female,Student,,Jammu and Kashmir,Baramulla,34.2,74.34,Town/City,Netflix
21-30,Female,Student,,Jammu and Kashmir,Baramulla,34.2,74.34,Town/City,Amazon Prime
21-30,Female,Employed,between 3 and 6 lakhs,Tamil Nadu,Coimbatore,11,76.9667,Town/City,Netflix
21-30,Female,Employed,between 3 and 6 lakhs,Tamil Nadu,Coimbatore,11,76.9667,Town/City,Amazon Prime
21-30,Female,Employed,between 3 and 6 lakhs,Tamil Nadu,Coimbatore,11,76.9667,Town/City,Disney+ Hotstar
21-30,Female,Employed,between 3 and 6 lakhs,Tamil Nadu,Coimbatore,11,76.9667,Town/City,Zee5
21-30,Female,Employed,between 3 and 6 lakhs,Tamil Nadu,Coimbatore,11,76.9667,Town/City,SonyLIV
21-30,Female,Employed,between 1 and  3 lakhs,Gujarat,Ahmedabad,23.03,72.58,Town/City,Netflix
21-30,Female,Employed,between 1 and  3 lakhs,Gujarat,Ahmedabad,23.03,72.58,Town/City,Amazon Prime
21-30,Female,Employed,between 1 and  3 lakhs,Gujarat,Ahmedabad,23.03,72.58,Town/City,MX Player
21-30,Male,Unemployed,,Jammu and Kashmir,Srinagar,34.0911,74.8061,Rural,Netflix
21-30,Male,Unemployed,,Jammu and Kashmir,Srinagar,34.0911,74.8061,Rural,Amazon Prime
21-30,Male,Student,,Jammu and Kashmir,Srinagar,34.0911,74.8061,Rural,Netflix
21-30,Male,Student,,Jammu and Kashmir,Sopore,34.2868,74.4624,Town/City,SonyLIV
11-20,Male,Student,,Jammu and Kashmir,Rafiabad,34.2547,74.393,Rural,Netflix
21-30,Male,Student,,Jammu and Kashmir,Handwara,34.4,74.28,Town/City,Netflix
21-30,Male,Student,,Jammu and Kashmir,Handwara,34.4,74.28,Town/City,Amazon Prime
21-30,Male,Student,,Jammu and Kashmir,Handwara,34.4,74.28,Town/City,Disney+ Hotstar
21-30,Male,Employed,between 1 and  3 lakhs,Jammu and Kashmir,Srinagar,34.0911,74.8061,Rural,Netflix
21-30,Female,Student,,Jammu and Kashmir,Srinagar,34.0911,74.8061,Town/City,Netflix
21-30,Female,Student,,Jammu and Kashmir,Srinagar,34.0911,74.8061,Town/City,Amazon Prime
21-30,Female,Student,,Jammu and Kashmir,Baramulla,34.2,74.34,Rural,Netflix
21-30,Female,Student,,Jammu and Kashmir,Baramulla,34.2,74.34,Rural,Disney+ Hotstar
21-30,Female,Student,,Jammu and Kashmir,Baramulla,34.2,74.34,Rural,MX player
11-20,Male,Student,,Jammu and Kashmir,Baramulla,34.2,74.34,Town/City,Netflix
21-30,Female,Student,,Jammu and Kashmir,Baramulla,34.2,74.34,Town/City,Disney+ Hotstar
11-20,Male,Student,,Jammu and Kashmir,Sopore,34.2868,74.4624,Town/City,Netflix
11-20,Male,Student,,Jammu and Kashmir,Sopore,34.2868,74.4624,Town/City,Amazon Prime
21-30,Female,Student,,Jammu and Kashmir,Sopore,34.2868,74.4624,Town/City,Netflix
21-30,Female,Student,,Jammu and Kashmir,Sopore,34.2868,74.4624,Town/City,Other
21-30,Female,Employed,between 1 and  3 lakhs,Bihar,Patna,25.61,85.1414,Town/City,Amazon Prime
21-30,Male,Employed,more than 9 lakhs,Gujarat,Vadodara,22.3,73.2,Town/City,Netflix
21-30,Male,Employed,more than 9 lakhs,Gujarat,Vadodara,22.3,73.2,Town/City,Amazon Prime
21-30,Male,Employed,more than 9 lakhs,Gujarat,Vadodara,22.3,73.2,Town/City,Disney+ Hotstar
21-30,Female,Student,,Gujarat,Vadodara,22.3,73.2,Town/City,Netflix
