Age_Category,Gender,Occupational_Status,Annual_Salary,State,City,Latitude,Longitude,Residence,Device_Used
21-30,Male,Employed,between 3 and 6 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Laptop
21-30,Male,Employed,between 3 and 6 lakhs,Karnataka,Bangalore,12.9699,77.598,Town/City,Smartphone
21-30,Female,Student,,West Bengal,Haldia,22.0627,88.0833,Town/City,Smartphone
21-30,Female,Employed,between 3 and 6 lakhs,Uttar Pradesh,Lucknow,26.847,80.947,Town/City,Laptop
21-30,Female,Employed,between 1 and  3 lakhs,Gujarat,Ahmedabad,23.03,72.58,Town/City,TV
21-30,Female,Employed,between 1 and  3 lakhs,Gujarat,Ahmedabad,23.03,72.58,Town/City,Smartphone
41-50,Male,Employed,between 3 and 6 lakhs,Gujarat,Vadodara,22.3,73.2,Town/City,TV
41-50,Female,Self Employed,between 1 and  3 lakhs,Bihar,Patna,25.61,85.1414,Town/City,TV
41-50,Female,Employed,between 6 and 9 lakhs,Maharashtra,Mumbai,18.9667,72.8333,Town/City,TV
21-30,Female,Employed,between 3 and 6 lakhs,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,TV
21-30,Female,Student,,Jammu and Kashmir,Baramulla,34.2,74.34,Town/City,Smartphone
21-30,Female,Employed,between 3 and 6 lakhs,Tamil Nadu,Coimbatore,11,76.9667,Town/City,TV
21-30,Female,Employed,between 3 and 6 lakhs,Tamil Nadu,Coimbatore,11,76.9667,Town/City,Laptop
21-30,Female,Employed,between 1 and  3 lakhs,Gujarat,Ahmedabad,23.03,72.58,Town/City,Smartphone
21-30,Male,Unemployed,,Jammu and Kashmir,Srinagar,34.0911,74.8061,Rural,Smartphone
21-30,Male,Student,,Jammu and Kashmir,Srinagar,34.0911,74.8061,Rural,Smartphone
21-30,Male,Student,,Jammu and Kashmir,Sopore,34.2868,74.4624,Town/City,Smartphone
Nov-20,Male,Student,,Jammu and Kashmir,Rafiabad,34.2547,74.393,Rural,Smartphone
21-30,Male,Student,,Jammu and Kashmir,Handwara,34.4,74.28,Town/City,Smartphone
21-30,Male,Employed,between 1 and  3 lakhs,Jammu and Kashmir,Srinagar,34.0911,74.8061,Rural,Smartphone
21-30,Female,Student,,Jammu and Kashmir,Srinagar,34.0911,74.8061,Town/City,Laptop
21-30,Female,Student,,Jammu and Kashmir,Srinagar,34.0911,74.8061,Town/City,Smartphone
21-30,Female,Student,,Jammu and Kashmir,Baramulla,34.2,74.34,Rural,Smartphone
Nov-20,Male,Student,,Jammu and Kashmir,Baramulla,34.2,74.34,Town/City,Smartphone
21-30,Female,Student,,Jammu and Kashmir,Baramulla,34.2,74.34,Town/City,TV
21-30,Female,Student,,Jammu and Kashmir,Baramulla,34.2,74.34,Town/City,Smartphone
Nov-20,Male,Student,,Jammu and Kashmir,Sopore,34.2868,74.4624,Town/City,TV
Nov-20,Male,Student,,Jammu and Kashmir,Sopore,34.2868,74.4624,Town/City,Smartphone
21-30,Female,Student,,Jammu and Kashmir,Sopore,34.2868,74.4624,Town/City,TV
21-30,Female,Student,,Jammu and Kashmir,Sopore,34.2868,74.4624,Town/City,Smartphone
21-30,Female,Employed,between 1 and  3 lakhs,Bihar,Patna,25.61,85.1414,Town/City,TV
21-30,Female,Employed,between 1 and  3 lakhs,Bihar,Patna,25.61,85.1414,Town/City,Laptop
21-30,Female,Employed,between 1 and  3 lakhs,Bihar,Patna,25.61,85.1414,Town/City,Smartphone
21-30,Male,Employed,more than 9 lakhs,Gujarat,Vadodara,22.3,73.2,Town/City,Smartphone
21-30,Female,Student,,Gujarat,Vadodara,22.3,73.2,Town/City,Laptop
21-30,Female,Student,,Gujarat,Vadodara,22.3,73.2,Town/City,Smartphone
